nik,status_bansos
3204285803102543,accepted
3204284101102544,rejected
3204285105102545,accepted
3204287004102546,accepted
3204285403102547,accepted
3204285707102548,accepted
3204284105102549,rejected
3204286403102550,accepted
3204284106102551,rejected
3204280910102552,rejected
3204285809102553,accepted
3204286101102554,rejected
3204285604102555,rejected
3204286407102556,accepted
3204285411102557,rejected
3204280812102558,rejected
3204284307102559,rejected
3204286810102560,rejected
3204286008102561,rejected
3204282003102562,rejected
3204284706102563,accepted
3204284206102564,rejected
3204285606102565,rejected
3204280503102566,accepted
3204284303102567,rejected
3204284606102568,rejected
3204284805102569,rejected
3204286206102570,accepted
3204286405102571,rejected
3204284306102572,accepted
3204282710102573,rejected
3204285708102574,rejected
3204284408102575,rejected
3204284108102576,rejected
3204286308102577,accepted
3204285306102578,accepted
3204284202102579,accepted
3204285305102580,rejected
3204284909102581,rejected
3204285505102582,accepted
3204281101102583,rejected
3204284508102584,rejected
3204284805102585,rejected
3204284408102586,rejected
3204285201102587,accepted
3204285206102588,rejected
3204286904102589,rejected
3204285407102590,rejected
3204281007102591,rejected
3204280508102592,rejected
3204285008102593,rejected
3204284707102594,rejected
3204285302102595,rejected
3204284408102596,accepted
3204285007102597,rejected
3204285009102598,rejected
3204284405102599,rejected
3204285909102600,accepted
3204285205102601,rejected
3204280803102602,rejected
3204284407102603,rejected
3204284101102604,rejected
3204284102102605,rejected
3204284105102606,accepted
3204281010102607,rejected
3204281508102608,rejected
3204285101102609,rejected
3204285212102610,rejected
3204282303102611,rejected
3204286005102612,accepted
3204284107102613,accepted
3204280412102614,rejected
3204286106102615,rejected
3204285710102616,rejected
3204285005102617,rejected
3204284602102618,rejected
3204284501102619,rejected
3204345111102620,rejected
3204341307102621,rejected
3204345204102622,rejected
3204340408102623,rejected
3204345810102624,rejected
3204342607102625,accepted
3204344505102626,rejected
3204344107102627,rejected
3204344107102628,rejected
3204344101102629,rejected
3204345508102630,accepted
3204344802102631,rejected
3204346006102632,rejected
3204344503102633,rejected
3204345102102634,rejected
3204344411102635,accepted
3204345406102636,accepted
3204344109102637,accepted
3204344307102638,accepted
3204346807102639,accepted
3204345708102640,rejected
3211171001102641,rejected
3204347108102642,accepted
3204347012102643,accepted
3204345103102644,accepted
3204345608102645,accepted
3204346505102646,accepted
3204343007102647,accepted
3204342207102648,accepted
3204347008102649,rejected
3204341005102650,rejected
3204345001102651,accepted
3204344310102652,rejected
3204345309102653,rejected
3204340606102654,accepted
3204344101102655,rejected
3204344304102656,rejected
3204344912102657,rejected
3204345102102658,rejected
3204344510102659,rejected
3204345308102660,accepted
3204344910102661,accepted
3204345603102662,rejected
3204346003102663,rejected
3204346010102664,accepted
3204346103102665,rejected
3204346807102666,accepted
3204344510102667,rejected
3204346009102668,rejected
3204345510102669,rejected
3204341212102670,rejected
3204340804102671,accepted
3204142303102672,rejected
3204341707102673,accepted
3204347107102674,rejected
3204340402102675,rejected
3204340806102676,accepted
3204343070102677,rejected
3204344104102678,rejected
3204340611102679,rejected
3204346908102680,rejected
3204346006102681,rejected
3204346010102682,rejected
3204347012102683,accepted
3204345512102684,accepted
3204344107102685,accepted
3204346210102686,rejected
3204345411102687,rejected
3204344508102688,rejected
3204342006102689,rejected
3204376009102690,accepted
3204377110102691,rejected
3204375208102692,accepted
3204374908102693,rejected
3204376412102694,rejected
3204376001102695,rejected
3204374105102696,accepted
3204155033102697,rejected
3204375602102698,accepted
3204374901102699,accepted
3204376301102700,accepted
3204374202102701,accepted
3204375507102702,rejected
3204375210102703,rejected
3204375710102704,accepted
3204465207102705,rejected
3204370202102706,rejected
3204374705102707,accepted
3204377001102708,accepted
3204376307102709,rejected
3204374512102710,rejected
3204376608102711,rejected
3204374701102712,rejected
3204374504102713,rejected
3204374303102714,accepted
3204371607102715,rejected
3204371206102716,rejected
3204374910102717,accepted
3204374308102718,rejected
3204375605102719,rejected
3204377101102720,accepted
3204374107102721,rejected
3204376010102722,accepted
3204375006102723,accepted
3204374603102724,accepted
3204374512102725,rejected
3204370512102726,rejected
3204374708102727,rejected
3204374507102728,accepted
3204371704102729,accepted
3204374308102730,accepted
3204374801102731,accepted
3204376208102732,rejected
3204374706102733,rejected
3204376104102734,rejected
3204170710102735,accepted
3204375011102736,accepted
3204374607102737,rejected
3204374909102738,rejected
3204375211102739,accepted
3204377112102740,accepted
3204376611102741,rejected
3204376107102742,accepted
3204374808102743,rejected
3204371003102744,rejected
3204375901102745,rejected
3204376208102746,rejected
3204370410102747,rejected
3204371303102748,rejected
3204372405102749,rejected
3204370708102750,accepted
3204375608102751,rejected
3204371111102752,accepted
3204371607102753,rejected
3204376108102754,rejected
3204374505102755,accepted
3204375008102756,accepted
3204376110102757,accepted
3204376706102758,rejected
3204375107102759,accepted
3204374108102760,rejected
3204374107102761,accepted
3204374101102762,rejected
3204374508102763,rejected
3204375011102764,rejected
3204376512102765,accepted
3204374204102766,rejected
3204375210102767,rejected
3204376512102768,accepted
3204376806102769,rejected
3204376103102770,accepted
3204372407102771,accepted
3204371101102772,accepted
3204376312102773,rejected
3204374807102774,accepted
3204374107102775,rejected
3204374502102776,accepted
3204374101102777,accepted
3204374708102778,accepted
3204370202102779,rejected
3204376005102780,rejected
3204370610102781,accepted
3204376011102782,rejected
3204375609102783,rejected
3204374101102784,rejected
3204374207102785,accepted
3204374311102786,rejected
3204370605102787,rejected
3204375903102788,accepted
3204374903102789,rejected
